,position_detail_symbol,position_detail_report_date,position_detail_position_symbol,position_detail_name,position_detail_value,position_detail_amount,position_detail_value_percent,position_detail_net_value_percent,position_detail_stat_date,position_detail_type,position_detail_investment_type
889,260108.OF,2017-03-29,300587.SZ,天铁股份,20290.18,1438.0,2.4e-05,0.0,2016-12-31,股票,0.0
890,260108.OF,2017-03-29,300166.SZ,东方国信,20580021.0,989900.0,0.02408,2.07,2016-12-31,股票,0.0
891,260108.OF,2017-03-29,300145.SZ,中金环境,26100000.0,1000000.0,0.030538,2.63,2016-12-31,股票,0.0
892,260108.OF,2017-03-29,300070.SZ,碧水源,19214306.64,1096707.0,0.022482,1.94,2016-12-31,股票,0.0
893,260108.OF,2017-03-29,002835.SZ,同为股份,24220.26,1126.0,2.8e-05,0.0,2016-12-31,股票,0.0
894,260108.OF,2017-03-29,002833.SZ,弘亚数控,48331.66,2743.0,5.7e-05,0.0,2016-12-31,股票,0.0
895,260108.OF,2017-03-29,002827.SZ,高争民爆,60905.22,2059.0,7.1e-05,0.01,2016-12-31,股票,0.0
896,260108.OF,2017-03-29,002572.SZ,索菲亚,83991111.36,1550796.0,0.098273,8.47,2016-12-31,股票,0.0
897,260108.OF,2017-03-29,002311.SZ,海大集团,73745000.0,4900000.0,0.086285,7.44,2016-12-31,股票,0.0
898,260108.OF,2017-03-29,000568.SZ,泸州老窖,48767400.0,1477800.0,0.05706,4.92,2016-12-31,股票,0.0
899,260108.OF,2017-03-29,000418.SZ,小天鹅A,56405122.56,1745208.0,0.065996,5.69,2016-12-31,股票,0.0
900,260108.OF,2017-03-29,603899.SH,晨光文具,52411741.2,2879766.0,0.061324,5.28,2016-12-31,股票,0.0
901,260108.OF,2017-03-29,603886.SH,元祖股份,39683.4,2242.0,4.6e-05,0.0,2016-12-31,股票,0.0
902,260108.OF,2017-03-29,603866.SH,桃李面包,32815030.5,747495.0,0.038395,3.31,2016-12-31,股票,0.0
903,260108.OF,2017-03-29,603298.SH,杭叉集团,88403.48,3641.0,0.000103,0.01,2016-12-31,股票,0.0
904,260108.OF,2017-03-29,603239.SH,浙江仙通,29059.8,924.0,3.4e-05,0.0,2016-12-31,股票,0.0
905,260108.OF,2017-03-29,603218.SH,日月股份,68805.8,1652.0,8.1e-05,0.01,2016-12-31,股票,0.0
906,260108.OF,2017-03-29,603186.SH,华正新材,10063.38,1874.0,1.2e-05,0.0,2016-12-31,股票,0.0
907,260108.OF,2017-03-29,600996.SH,贵广网络,234875.0,12500.0,0.000275,0.02,2016-12-31,股票,0.0
908,260108.OF,2017-03-29,300588.SZ,熙菱信息,6817.2,1380.0,8e-06,0.0,2016-12-31,股票,0.0
909,260108.OF,2017-03-29,300586.SZ,美联新材,9355.8,1006.0,1.1e-05,0.0,2016-12-31,股票,0.0
910,260108.OF,2017-03-29,300582.SZ,英飞特,35157.33,1359.0,4.1e-05,0.0,2016-12-31,股票,0.0
911,260108.OF,2017-03-29,300017.SZ,网宿科技,49199880.57,917737.0,0.057566,4.96,2016-12-31,股票,0.0
912,260108.OF,2017-03-29,300015.SZ,爱尔眼科,9681620.0,323800.0,0.011328,0.98,2016-12-31,股票,0.0
913,260108.OF,2017-03-29,002838.SZ,道恩股份,10405.68,681.0,1.2e-05,0.0,2016-12-31,股票,0.0
914,260108.OF,2017-03-29,002242.SZ,九阳股份,13521850.92,749964.0,0.015821,1.36,2016-12-31,股票,0.0
915,260108.OF,2017-03-29,002236.SZ,大华股份,39070080.0,2856000.0,0.045714,3.94,2016-12-31,股票,0.0
916,260108.OF,2017-03-29,000625.SZ,长安汽车,49688632.26,3325879.0,0.058138,5.01,2016-12-31,股票,0.0
917,260108.OF,2017-03-29,000333.SZ,美的集团,48134698.74,1708722.0,0.05632,4.85,2016-12-31,股票,0.0
918,260108.OF,2017-03-29,603986.SH,兆易创新,191443.01,1133.0,0.000224,0.02,2016-12-31,股票,0.0
919,260108.OF,2017-03-29,603929.SH,亚翔集成,15592.23,2193.0,1.8e-05,0.0,2016-12-31,股票,0.0
920,260108.OF,2017-03-29,603877.SH,太平鸟,67734.0,3180.0,7.9e-05,0.01,2016-12-31,股票,0.0
921,260108.OF,2017-03-29,603823.SH,百合花,123167.88,3762.0,0.000144,0.01,2016-12-31,股票,0.0
922,260108.OF,2017-03-29,603689.SH,皖天然气,37917.66,4818.0,4.4e-05,0.0,2016-12-31,股票,0.0
923,260108.OF,2017-03-29,603416.SH,信捷电气,53886.08,1076.0,6.3e-05,0.01,2016-12-31,股票,0.0
924,260108.OF,2017-03-29,603266.SH,天龙股份,22852.06,1562.0,2.7e-05,0.0,2016-12-31,股票,0.0
925,260108.OF,2017-03-29,603058.SH,永吉股份,42675.07,3869.0,5e-05,0.0,2016-12-31,股票,0.0
926,260108.OF,2017-03-29,603035.SH,常熟汽饰,24179.04,2316.0,2.8e-05,0.0,2016-12-31,股票,0.0
927,260108.OF,2017-03-29,600566.SH,济川药业,78724214.94,2518369.0,0.092111,7.94,2016-12-31,股票,0.0
928,260108.OF,2017-03-29,300583.SZ,赛托生物,63738.78,1582.0,7.5e-05,0.01,2016-12-31,股票,0.0
929,260108.OF,2017-03-29,300244.SZ,迪安诊断,11520000.0,360000.0,0.013479,1.16,2016-12-31,股票,0.0
930,260108.OF,2017-03-29,300133.SZ,华策影视,8843874.6,779196.0,0.010348,0.89,2016-12-31,股票,0.0
931,260108.OF,2017-03-29,300124.SZ,汇川技术,40659674.72,1999984.0,0.047574,4.1,2016-12-31,股票,0.0
932,260108.OF,2017-03-29,002840.SZ,华统股份,11881.7,1814.0,1.4e-05,0.0,2016-12-31,股票,0.0
933,260108.OF,2017-03-29,002294.SZ,信立泰,15086290.28,515947.0,0.017652,1.52,2016-12-31,股票,0.0
934,260108.OF,2017-03-29,000596.SZ,古井贡酒,10217935.0,224570.0,0.011955,1.03,2016-12-31,股票,0.0
935,260108.OF,2017-03-29,000063.SZ,中兴通讯,33423990.6,2095548.0,0.039108,3.37,2016-12-31,股票,0.0
936,260108.OF,2017-08-26,603335.SH,迪生力,24864.5,2230.0,1.8e-05,0.0,2017-06-30,股票,0.0
937,260108.OF,2017-08-26,603331.SH,百达精工,9620.37,999.0,7e-06,0.0,2017-06-30,股票,0.0
938,260108.OF,2017-08-26,603305.SH,旭升股份,15212.26,1351.0,1.1e-05,0.0,2017-06-30,股票,0.0
939,260108.OF,2017-08-26,603043.SH,广州酒家,45738.7,1810.0,3.3e-05,0.0,2017-06-30,股票,0.0
940,260108.OF,2017-08-26,600116.SH,三峡水利,9351382.0,834200.0,0.006794,0.59,2017-06-30,股票,0.0
941,260108.OF,2017-08-26,300672.SZ,国科微,10659.36,1257.0,8e-06,0.0,2017-06-30,股票,0.0
942,260108.OF,2017-08-26,002714.SZ,牧原股份,21802730.04,800982.0,0.01584,1.37,2017-06-30,股票,0.0
943,260108.OF,2017-08-26,002595.SZ,豪迈科技,13785601.05,620135.0,0.010015,0.87,2017-06-30,股票,0.0
944,260108.OF,2017-08-26,002311.SZ,海大集团,109473620.76,5991988.0,0.079533,6.89,2017-06-30,股票,0.0
945,260108.OF,2017-08-26,000858.SZ,五粮液,111315380.22,1999917.0,0.080871,7.01,2017-06-30,股票,0.0
946,260108.OF,2017-08-26,000651.SZ,格力电器,100146025.0,2432500.0,0.072756,6.31,2017-06-30,股票,0.0
947,260108.OF,2017-08-26,000596.SZ,古井贡酒,42242543.1,829098.0,0.030689,2.66,2017-06-30,股票,0.0
948,260108.OF,2017-08-26,000418.SZ,小天鹅A,120194526.32,2568808.0,0.087322,7.57,2017-06-30,股票,0.0
949,260108.OF,2017-08-26,000063.SZ,中兴通讯,8062032.78,339597.0,0.005857,0.51,2017-06-30,股票,0.0
950,260108.OF,2017-08-26,603933.SH,睿能科技,17311.4,857.0,1.3e-05,0.0,2017-06-30,股票,0.0
951,260108.OF,2017-08-26,603801.SH,志邦家居,47522.8,1406.0,3.5e-05,0.0,2017-06-30,股票,0.0
952,260108.OF,2017-08-26,603679.SH,华体科技,21438.5,809.0,1.6e-05,0.0,2017-06-30,股票,0.0
953,260108.OF,2017-08-26,600519.SH,贵州茅台,85091541.6,180336.0,0.061819,5.36,2017-06-30,股票,0.0
954,260108.OF,2017-08-26,300669.SZ,沪宁股份,14650.22,841.0,1.1e-05,0.0,2017-06-30,股票,0.0
955,260108.OF,2017-08-26,300244.SZ,迪安诊断,11325600.0,360000.0,0.008228,0.71,2017-06-30,股票,0.0
956,260108.OF,2017-08-26,300078.SZ,思创医惠,1027504.8,95760.0,0.000746,0.06,2017-06-30,股票,0.0
957,260108.OF,2017-08-26,300043.SZ,星辉娱乐,6568000.0,800000.0,0.004772,0.41,2017-06-30,股票,0.0
958,260108.OF,2017-08-26,002882.SZ,金龙羽,18389.2,2966.0,1.3e-05,0.0,2017-06-30,股票,0.0
959,260108.OF,2017-08-26,002881.SZ,美格智能,22608.54,989.0,1.6e-05,0.0,2017-06-30,股票,0.0
960,260108.OF,2017-08-26,002179.SZ,中航光电,10613738.67,340293.0,0.007711,0.67,2017-06-30,股票,0.0
961,260108.OF,2017-08-26,000568.SZ,泸州老窖,125918910.0,2489500.0,0.091481,7.93,2017-06-30,股票,0.0
962,260108.OF,2017-08-26,000333.SZ,美的集团,105275280.48,2445987.0,0.076483,6.63,2017-06-30,股票,0.0
963,260108.OF,2017-08-26,603938.SH,三孚股份,20932.8,1246.0,1.5e-05,0.0,2017-06-30,股票,0.0
964,260108.OF,2017-08-26,603899.SH,晨光文具,78548228.4,4514266.0,0.057066,4.95,2017-06-30,股票,0.0
965,260108.OF,2017-08-26,603617.SH,君禾股份,7429.76,832.0,5e-06,0.0,2017-06-30,股票,0.0
966,260108.OF,2017-08-26,603286.SH,日盈电子,13528.0,890.0,1e-05,0.0,2017-06-30,股票,0.0
967,260108.OF,2017-08-26,601633.SH,长城汽车,31450785.0,2366500.0,0.022849,1.98,2017-06-30,股票,0.0
968,260108.OF,2017-08-26,600566.SH,济川药业,110012005.07,2892769.0,0.079924,6.93,2017-06-30,股票,0.0
969,260108.OF,2017-08-26,600201.SH,生物股份,17785000.0,500000.0,0.012921,1.12,2017-06-30,股票,0.0
970,260108.OF,2017-08-26,300671.SZ,富满电子,7639.62,942.0,6e-06,0.0,2017-06-30,股票,0.0
971,260108.OF,2017-08-26,300670.SZ,大烨智能,13760.87,1259.0,1e-05,0.0,2017-06-30,股票,0.0
972,260108.OF,2017-08-26,300666.SZ,江丰电子,43448.84,2276.0,3.2e-05,0.0,2017-06-30,股票,0.0
973,260108.OF,2017-08-26,300124.SZ,汇川技术,51079591.36,1999984.0,0.037109,3.22,2017-06-30,股票,0.0
974,260108.OF,2017-08-26,300015.SZ,爱尔眼科,15398841.06,662031.0,0.011187,0.97,2017-06-30,股票,0.0
975,260108.OF,2017-08-26,002879.SZ,长缆科技,23660.26,1313.0,1.7e-05,0.0,2017-06-30,股票,0.0
976,260108.OF,2017-08-26,002572.SZ,索菲亚,41000000.0,1000000.0,0.029787,2.58,2017-06-30,股票,0.0
977,260108.OF,2017-08-26,002415.SZ,海康威视,16150000.0,500000.0,0.011733,1.02,2017-06-30,股票,0.0
978,260108.OF,2017-08-26,002035.SZ,华帝股份,48398765.8,1999949.0,0.035162,3.05,2017-06-30,股票,0.0
979,260108.OF,2017-08-26,000423.SZ,东阿阿胶,84059970.54,1169286.0,0.06107,5.29,2017-06-30,股票,0.0
980,260108.OF,2018-03-28,603655.SH,朗博科技,8193.3,881.0,5e-06,0.0,2017-12-31,股票,0.0
981,260108.OF,2018-03-28,603329.SH,上海雅仕,17957.94,1183.0,1e-05,0.0,2017-12-31,股票,0.0
982,260108.OF,2018-03-28,603161.SH,科华控股,20753.25,1239.0,1.2e-05,0.0,2017-12-31,股票,0.0
983,260108.OF,2018-03-28,600566.SH,济川药业,155745276.75,4082445.0,0.086631,7.86,2017-12-31,股票,0.0
984,260108.OF,2018-03-28,600519.SH,贵州茅台,154728391.64,221836.0,0.086065,7.81,2017-12-31,股票,0.0
985,260108.OF,2018-03-28,300735.SZ,光弘科技,54163.96,3764.0,3e-05,0.0,2017-12-31,股票,0.0
986,260108.OF,2018-03-28,300684.SZ,中石科技,11528.38,827.0,6e-06,0.0,2017-12-31,股票,0.0
987,260108.OF,2018-03-28,002920.SZ,德赛西威,178784.97,4569.0,9.9e-05,0.01,2017-12-31,股票,0.0
988,260108.OF,2018-03-28,002915.SZ,中欣氟材,38181.15,1085.0,2.1e-05,0.0,2017-12-31,股票,0.0
989,260108.OF,2018-03-28,002311.SZ,海大集团,137673900.0,5883500.0,0.076579,6.95,2017-12-31,股票,0.0
990,260108.OF,2018-03-28,002304.SZ,洋河股份,93981335.0,817229.0,0.052275,4.74,2017-12-31,股票,0.0
991,260108.OF,2018-03-28,603899.SH,晨光文具,153324733.68,6217548.0,0.085284,7.74,2017-12-31,股票,0.0
992,260108.OF,2018-03-28,603080.SH,新疆火炬,16143.2,1187.0,9e-06,0.0,2017-12-31,股票,0.0
993,260108.OF,2018-03-28,600660.SH,福耀玻璃,2900000.0,100000.0,0.001613,0.15,2017-12-31,股票,0.0
994,260108.OF,2018-03-28,300730.SZ,科创信息,33603.53,821.0,1.9e-05,0.0,2017-12-31,股票,0.0
995,260108.OF,2018-03-28,002922.SZ,伊戈尔,22248.15,1245.0,1.2e-05,0.0,2017-12-31,股票,0.0
996,260108.OF,2018-03-28,002919.SZ,名臣健康,29301.49,821.0,1.6e-05,0.0,2017-12-31,股票,0.0
997,260108.OF,2018-03-28,002714.SZ,牧原股份,137470253.28,2600648.0,0.076465,6.94,2017-12-31,股票,0.0
998,260108.OF,2018-03-28,002572.SZ,索菲亚,136157203.2,3699924.0,0.075735,6.87,2017-12-31,股票,0.0
999,260108.OF,2018-03-28,000858.SZ,五粮液,113054164.0,1415300.0,0.062884,5.7,2017-12-31,股票,0.0
1000,260108.OF,2018-03-28,000596.SZ,古井贡酒,122425691.52,1864256.0,0.068097,6.18,2017-12-31,股票,0.0
1001,260108.OF,2018-03-28,000418.SZ,小天鹅A,174293622.8,2568808.0,0.096948,8.79,2017-12-31,股票,0.0
1002,260108.OF,2018-03-28,603283.SH,赛腾股份,19614.46,1349.0,1.1e-05,0.0,2017-12-31,股票,0.0
1003,260108.OF,2018-03-28,300664.SZ,鹏鹞环保,32323.2,3640.0,1.8e-05,0.0,2017-12-31,股票,0.0
1004,260108.OF,2018-03-28,002923.SZ,润都股份,16227.54,954.0,9e-06,0.0,2017-12-31,股票,0.0
1005,260108.OF,2018-03-28,000651.SZ,格力电器,147640450.0,3378500.0,0.082122,7.45,2017-12-31,股票,0.0
1006,260108.OF,2018-03-28,000568.SZ,泸州老窖,148500000.0,2250000.0,0.0826,7.49,2017-12-31,股票,0.0
1007,260108.OF,2018-03-28,000423.SZ,东阿阿胶,3013500.0,50000.0,0.001676,0.15,2017-12-31,股票,0.0
1008,260108.OF,2018-03-28,000333.SZ,美的集团,116403000.0,2100000.0,0.064747,5.87,2017-12-31,股票,0.0
1009,260108.OF,2018-08-25,603693.SH,江苏新能,48456.0,5384.0,1.3e-05,0.0,2018-06-30,股票,0.0
1010,260108.OF,2018-08-25,603105.SH,芯能科技,16470.3,3410.0,4e-06,0.0,2018-06-30,股票,0.0
1011,260108.OF,2018-08-25,601330.SH,绿色动力,81226.14,4971.0,2.2e-05,0.0,2018-06-30,股票,0.0
1012,260108.OF,2018-08-25,600519.SH,贵州茅台,299758891.14,409809.0,0.07983,7.54,2018-06-30,股票,0.0
1013,260108.OF,2018-08-25,002714.SZ,牧原股份,199163905.2,4479620.0,0.05304,5.01,2018-06-30,股票,0.0
1014,260108.OF,2018-08-25,002572.SZ,索菲亚,187439489.6,5824720.0,0.049918,4.72,2018-06-30,股票,0.0
1015,260108.OF,2018-08-25,002311.SZ,海大集团,251089156.0,11899960.0,0.066869,6.32,2018-06-30,股票,0.0
1016,260108.OF,2018-08-25,002304.SZ,洋河股份,309200516.8,2349548.0,0.082345,7.78,2018-06-30,股票,0.0
1017,260108.OF,2018-08-25,000651.SZ,格力电器,247537500.0,5250000.0,0.065923,6.23,2018-06-30,股票,0.0
1018,260108.OF,2018-08-25,000596.SZ,古井贡酒,301065941.88,3391146.0,0.080178,7.57,2018-06-30,股票,0.0
1019,260108.OF,2018-08-25,603706.SH,东方环宇,23103.85,1765.0,6e-06,0.0,2018-06-30,股票,0.0
1020,260108.OF,2018-08-25,603650.SH,彤程新材,50988.96,2376.0,1.4e-05,0.0,2018-06-30,股票,0.0
1021,260108.OF,2018-08-25,603589.SH,口子窖,197864698.5,3219930.0,0.052694,4.98,2018-06-30,股票,0.0
1022,260108.OF,2018-08-25,300750.SZ,宁德时代,738381.56,10261.0,0.000197,0.02,2018-06-30,股票,0.0
1023,260108.OF,2018-08-25,300747.SZ,锐科激光,123995.48,1543.0,3.3e-05,0.0,2018-06-30,股票,0.0
1024,260108.OF,2018-08-25,300498.SZ,温氏股份,319291431.3,14500065.0,0.085032,8.03,2018-06-30,股票,0.0
1025,260108.OF,2018-08-25,000568.SZ,泸州老窖,277678436.22,4562577.0,0.07395,6.99,2018-06-30,股票,0.0
1026,260108.OF,2018-08-25,000418.SZ,小天鹅A,196323469.8,2830908.0,0.052284,4.94,2018-06-30,股票,0.0
1027,260108.OF,2018-08-25,603899.SH,晨光文具,283353694.87,8941423.0,0.075461,7.13,2018-06-30,股票,0.0
1028,260108.OF,2018-08-25,600887.SH,伊利股份,111600000.0,4000000.0,0.029721,2.81,2018-06-30,股票,0.0
1029,260108.OF,2018-08-25,600566.SH,济川药业,272017852.05,5644695.0,0.072443,6.84,2018-06-30,股票,0.0
1030,260108.OF,2018-08-25,000858.SZ,五粮液,38000000.0,500000.0,0.01012,0.96,2018-06-30,股票,0.0
1031,260108.OF,2018-08-25,000333.SZ,美的集团,262479756.84,5026422.0,0.069902,6.6,2018-06-30,股票,0.0
1032,260108.OF,2019-03-26,600887.SH,伊利股份,121264000.0,5300000.0,0.035274,3.32,2018-12-31,股票,0.0
1033,260108.OF,2019-03-26,600519.SH,贵州茅台,294997329.87,499987.0,0.08581,8.08,2018-12-31,股票,0.0
1034,260108.OF,2019-03-26,002304.SZ,洋河股份,273997775.36,2892713.0,0.079701,7.51,2018-12-31,股票,0.0
1035,260108.OF,2019-03-26,000858.SZ,五粮液,15264000.0,300000.0,0.00444,0.42,2018-12-31,股票,0.0
1036,260108.OF,2019-03-26,000596.SZ,古井贡酒,185565526.16,3438946.0,0.053978,5.09,2018-12-31,股票,0.0
1037,260108.OF,2019-03-26,603629.SH,利通电子,40684.21,1051.0,1.2e-05,0.0,2018-12-31,股票,0.0
1038,260108.OF,2019-03-26,603185.SH,上机数控,66039.5,1345.0,1.9e-05,0.0,2018-12-31,股票,0.0
1039,260108.OF,2019-03-26,601860.SH,紫金银行,50145.8,15970.0,1.5e-05,0.0,2018-12-31,股票,0.0
1040,260108.OF,2019-03-26,300498.SZ,温氏股份,353431701.7,13500065.0,0.102808,9.69,2018-12-31,股票,0.0
1041,260108.OF,2019-03-26,002714.SZ,牧原股份,218497958.75,7599929.0,0.063557,5.99,2018-12-31,股票,0.0
1042,260108.OF,2019-03-26,002415.SZ,海康威视,15453063.36,599886.0,0.004495,0.42,2018-12-31,股票,0.0
1043,260108.OF,2019-03-26,000418.SZ,小天鹅A,182410810.75,4217591.0,0.05306,5.0,2018-12-31,股票,0.0
1044,260108.OF,2019-03-26,000333.SZ,美的集团,154812000.0,4200000.0,0.045032,4.24,2018-12-31,股票,0.0
1045,260108.OF,2019-03-26,603899.SH,晨光文具,311813612.0,10307888.0,0.090702,8.55,2018-12-31,股票,0.0
1046,260108.OF,2019-03-26,603589.SH,口子窖,143783738.49,4099907.0,0.041824,3.94,2018-12-31,股票,0.0
1047,260108.OF,2019-03-26,600566.SH,济川药业,268234534.61,7999837.0,0.078025,7.35,2018-12-31,股票,0.0
1048,260108.OF,2019-03-26,300760.SZ,迈瑞医疗,699772.54,6407.0,0.000204,0.02,2018-12-31,股票,0.0
1049,260108.OF,2019-03-26,002311.SZ,海大集团,329783313.51,14233203.0,0.095929,9.04,2018-12-31,股票,0.0
1050,260108.OF,2019-03-26,000651.SZ,格力电器,271242929.3,7599970.0,0.0789,7.43,2018-12-31,股票,0.0
1051,260108.OF,2019-03-26,000568.SZ,泸州老窖,296390948.02,7289497.0,0.086215,8.12,2018-12-31,股票,0.0
1052,260108.OF,2019-08-23,603899.SH,晨光文具,496857790.19,11299927.0,0.03999,3.78,2019-06-30,股票,0.0
1053,260108.OF,2019-08-23,603589.SH,口子窖,244796000.0,3800000.0,0.019703,1.86,2019-06-30,股票,0.0
1054,260108.OF,2019-08-23,600566.SH,济川药业,270990000.0,9000000.0,0.021811,2.06,2019-06-30,股票,0.0
1055,260108.OF,2019-08-23,300594.SZ,朗进科技,31803.31,721.0,3e-06,0.0,2019-06-30,股票,0.0
1056,260108.OF,2019-08-23,300498.SZ,温氏股份,1043383241.34,29096019.0,0.083977,7.94,2019-06-30,股票,0.0
1057,260108.OF,2019-08-23,002714.SZ,牧原股份,1052784923.29,17907551.0,0.084734,8.01,2019-06-30,股票,0.0
1058,260108.OF,2019-08-23,002311.SZ,海大集团,556195766.7,17999863.0,0.044766,4.23,2019-06-30,股票,0.0
1059,260108.OF,2019-08-23,002304.SZ,洋河股份,1043661889.2,8585570.0,0.084,7.94,2019-06-30,股票,0.0
1060,260108.OF,2019-08-23,000876.SZ,新希望,34740000.0,2000000.0,0.002796,0.26,2019-06-30,股票,0.0
1061,260108.OF,2019-08-23,000651.SZ,格力电器,577503740.0,10500068.0,0.046481,4.39,2019-06-30,股票,0.0
1062,260108.OF,2019-08-23,000333.SZ,美的集团,655055898.96,12631236.0,0.052723,4.98,2019-06-30,股票,0.0
1063,260108.OF,2019-08-23,603867.SH,新化股份,26971.45,1045.0,2e-06,0.0,2019-06-30,股票,0.0
1064,260108.OF,2019-08-23,603259.SH,药明康德,129754759.2,1496940.0,0.010443,0.99,2019-06-30,股票,0.0
1065,260108.OF,2019-08-23,600968.SH,海油发展,363431.25,102375.0,2.9e-05,0.0,2019-06-30,股票,0.0
1066,260108.OF,2019-08-23,600519.SH,贵州茅台,1100815560.0,1118715.0,0.0886,8.38,2019-06-30,股票,0.0
1067,260108.OF,2019-08-23,600036.SH,招商银行,714443814.14,19856693.0,0.057503,5.44,2019-06-30,股票,0.0
1068,260108.OF,2019-08-23,300788.SZ,中信出版,23106.6,1556.0,2e-06,0.0,2019-06-30,股票,0.0
1069,260108.OF,2019-08-23,603863.SH,松炀资源,37204.96,1612.0,3e-06,0.0,2019-06-30,股票,0.0
1070,260108.OF,2019-08-23,601888.SH,中国中免,702022364.1,7919034.0,0.056503,5.34,2019-06-30,股票,0.0
1071,260108.OF,2019-08-23,601698.SH,中国卫通,39603.76,10103.0,3e-06,0.0,2019-06-30,股票,0.0
1072,260108.OF,2019-08-23,601236.SH,红塔证券,33869.94,9789.0,3e-06,0.0,2019-06-30,股票,0.0
1073,260108.OF,2019-08-23,600887.SH,伊利股份,108924785.45,3260245.0,0.008767,0.83,2019-06-30,股票,0.0
1074,260108.OF,2019-08-23,600809.SH,山西汾酒,220960000.0,3200000.0,0.017784,1.68,2019-06-30,股票,0.0
1075,260108.OF,2019-08-23,300782.SZ,卓胜微,80927.56,743.0,7e-06,0.0,2019-06-30,股票,0.0
1076,260108.OF,2019-08-23,002142.SZ,宁波银行,605866170.96,24994479.0,0.048764,4.61,2019-06-30,股票,0.0
1077,260108.OF,2019-08-23,000858.SZ,五粮液,1145908901.55,9715209.0,0.092229,8.72,2019-06-30,股票,0.0
1078,260108.OF,2019-08-23,000596.SZ,古井贡酒,565825639.47,4774497.0,0.045541,4.31,2019-06-30,股票,0.0
1079,260108.OF,2019-08-23,000568.SZ,泸州老窖,1153432460.48,14269856.0,0.092835,8.78,2019-06-30,股票,0.0
1080,260108.OF,2020-04-20,688310.SH,迈得医疗,88845.12,3276.0,5e-06,0.0,2019-12-31,股票,0.0
1081,260108.OF,2020-04-20,688138.SH,清溢光电,139816.74,10066.0,8e-06,0.0,2019-12-31,股票,0.0
1082,260108.OF,2020-04-20,688081.SH,兴图新科,88946.13,3153.0,5e-06,0.0,2019-12-31,股票,0.0
1083,260108.OF,2020-04-20,688037.SH,芯源微,178591.44,3028.0,1.1e-05,0.0,2019-12-31,股票,0.0
1084,260108.OF,2020-04-20,603288.SH,海天味业,107496023.7,999870.0,0.006485,0.61,2019-12-31,股票,0.0
1085,260108.OF,2020-04-20,601100.SH,恒立液压,24870522.5,499910.0,0.0015,0.14,2019-12-31,股票,0.0
1086,260108.OF,2020-04-20,600436.SH,片仔癀,32961000.0,300000.0,0.001989,0.19,2019-12-31,股票,0.0
1087,260108.OF,2020-04-20,600036.SH,招商银行,187900000.0,5000000.0,0.011336,1.07,2019-12-31,股票,0.0
1088,260108.OF,2020-04-20,190405.IB,19农发05,160208000.0,1600000.0,0.313684,0.91,2019-12-31,债券,0.0
1089,260108.OF,2020-04-20,002415.SZ,海康威视,910164076.92,27799758.0,0.054912,5.2,2019-12-31,股票,0.0
1090,260108.OF,2020-04-20,000876.SZ,新希望,19950000.0,1000000.0,0.001204,0.11,2019-12-31,股票,0.0
1091,260108.OF,2020-04-20,000858.SZ,五粮液,1370481969.01,10303601.0,0.082684,7.82,2019-12-31,股票,0.0
1092,260108.OF,2020-04-20,000596.SZ,古井贡酒,1019400000.0,7500000.0,0.061502,5.82,2019-12-31,股票,0.0
1093,260108.OF,2020-04-20,688078.SH,龙软科技,143642.1,2811.0,9e-06,0.0,2019-12-31,股票,0.0
1094,260108.OF,2020-04-20,603259.SH,药明康德,414519273.0,4499775.0,0.025009,2.37,2019-12-31,股票,0.0
1095,260108.OF,2020-04-20,601888.SH,中国中免,889500000.0,10000000.0,0.053665,5.08,2019-12-31,股票,0.0
1096,260108.OF,2020-04-20,600031.SH,三一重工,937750000.0,55000000.0,0.056576,5.35,2019-12-31,股票,0.0
1097,260108.OF,2020-04-20,300498.SZ,温氏股份,1332791174.4,39666404.0,0.08041,7.61,2019-12-31,股票,0.0
1098,260108.OF,2020-04-20,300347.SZ,泰格医药,31573231.8,499972.0,0.001905,0.18,2019-12-31,股票,0.0
1099,260108.OF,2020-04-20,190211.IB,19国开11,240336000.0,2400000.0,0.470573,1.37,2019-12-31,债券,0.0
1100,260108.OF,2020-04-20,002714.SZ,牧原股份,1420640000.0,16000000.0,0.08571,8.11,2019-12-31,股票,0.0
1101,260108.OF,2020-04-20,002304.SZ,洋河股份,707200000.0,6400000.0,0.042667,4.04,2019-12-31,股票,0.0
1102,260108.OF,2020-04-20,000568.SZ,泸州老窖,1379265855.44,15912158.0,0.083214,7.87,2019-12-31,股票,0.0
1103,260108.OF,2020-04-20,000338.SZ,潍柴动力,47640000.0,3000000.0,0.002874,0.27,2019-12-31,股票,0.0
1104,260108.OF,2020-04-20,688181.SH,八亿时空,189377.88,4306.0,1.1e-05,0.0,2019-12-31,股票,0.0
1105,260108.OF,2020-04-20,688139.SH,海尔生物,317976.0,13249.0,1.9e-05,0.0,2019-12-31,股票,0.0
1106,260108.OF,2020-04-20,603899.SH,晨光文具,584872883.96,11999854.0,0.035287,3.34,2019-12-31,股票,0.0
1107,260108.OF,2020-04-20,603109.SH,神驰机电,18105.48,684.0,1e-06,0.0,2019-12-31,股票,0.0
1108,260108.OF,2020-04-20,600887.SH,伊利股份,928200000.0,30000000.0,0.056,5.3,2019-12-31,股票,0.0
1109,260108.OF,2020-04-20,600809.SH,山西汾酒,134550000.0,1500000.0,0.008118,0.77,2019-12-31,股票,0.0
1110,260108.OF,2020-04-20,600519.SH,贵州茅台,1596440755.0,1349485.0,0.096317,9.11,2019-12-31,股票,0.0
