date,open,high,low,close,volume
2015-07-31,13.2826,14.8678,13.2826,14.3694,105531.0
2015-08-03,14.1112,15.8046,13.823,15.8046,157234.08
2015-08-04,16.2129,16.4771,14.5916,15.6725,180567.14
2015-08-05,15.1261,17.2157,15.12,16.3811,171800.25
2015-08-06,15.8106,16.2069,15.017999999999999,15.2101,112612.73
2015-08-07,15.2522,15.6124,15.072000000000001,15.3903,77825.51
2015-08-10,15.4923,16.303,15.3122,16.255,97079.59
2015-08-11,16.2129,16.6753,15.9427,16.0688,98461.79
2015-08-12,15.9127,16.0328,15.042,15.072000000000001,73084.88
2015-08-13,15.1321,15.5644,14.8859,15.4743,47104.16
2015-08-14,15.6725,16.0328,15.3662,15.7806,62905.67
2015-08-17,15.6124,15.7085,15.072000000000001,15.3362,49744.1
2015-08-18,15.4923,15.5764,13.805,13.805,61154.62
2015-08-19,12.8202,14.2193,12.4719,13.9251,58666.99
2015-08-20,13.6909,13.847000000000001,12.9523,13.0124,34471.77
2015-08-21,12.8983,12.8983,11.7694,11.9255,37404.6
2015-08-24,11.5832,11.5832,10.7306,10.7306,24386.0
2015-08-25,9.6557,10.4663,9.6557,9.6557,35603.42
2015-08-26,9.8959,10.3583,8.8991,9.7458,64346.12
2015-08-27,9.7278,10.4483,9.4695,10.4363,57867.85
2015-08-28,10.4183,11.253,10.046,11.1028,78202.5
2015-08-31,10.7546,10.8266,10.088,10.1,43974.59
2015-09-01,9.7938,10.004,9.0912,9.0912,39559.42
2015-09-02,8.4788,9.6557,8.3467,8.6649,32150.78
2015-09-07,8.827,9.2654,8.827,8.9591,27715.72
2015-09-08,8.9892,9.7578,8.827,9.6557,35780.27
2015-09-09,9.7157,10.2442,9.6977,10.1961,53569.71
2015-09-10,9.8959,10.1301,9.6257,9.6737,32220.04
2015-09-11,9.7157,9.9439,9.6077,9.9019,26361.35
2015-09-14,9.9379,10.1061,8.9111,8.9111,39540.13
2015-09-15,8.6709,8.755,8.0284,8.0344,29506.98
2015-09-16,8.1905,8.839,8.1785,8.839,35095.62
2015-09-17,9.0072,9.1993,8.6649,8.6709,44848.04
2015-09-18,8.743,9.1153,8.6529,8.9411,27324.0
2015-09-21,8.827,9.5476,8.6469,9.5296,43630.17
2015-09-22,9.5776,9.9739,9.4936,9.6917,51308.68
2015-09-23,9.4816,9.5956,9.3074,9.3915,36146.86
2015-09-24,9.3795,9.7818,9.3795,9.6317,34653.98
2015-09-25,9.4996,9.6677,9.0072,9.1093,34801.54
2015-09-28,9.1333,9.4756,8.9591,9.4455,20497.96
2015-09-29,9.2173,9.3074,9.1093,9.2894,19918.18
2015-09-30,9.3074,9.7818,9.3014,9.5596,41180.47
2015-10-08,10.052,10.052,9.7458,9.9319,43150.07
2015-10-09,9.9679,10.022,9.7278,9.9619,37982.34
2015-10-12,9.98,10.9047,9.98,10.7426,58483.91
2015-10-13,10.5864,10.8867,10.5144,10.8086,49619.89
2015-10-14,10.7486,10.7906,10.3883,10.4483,40899.26
2015-10-15,10.3282,11.0248,10.3282,11.0128,47441.85
2015-10-16,11.1869,11.5292,11.0308,11.1929,63929.41
2015-10-19,11.1929,11.283,10.7366,10.9767,47133.94
2015-10-20,10.8687,11.1869,10.8687,11.1569,37188.54
2015-10-21,11.1449,11.4691,10.04,10.046,67199.56
2015-10-22,10.1,10.5504,10.076,10.5084,39691.76
2015-10-23,10.6285,11.5592,10.4603,11.5472,63480.86
2015-10-26,11.8294,11.8594,11.319,11.4691,64121.54
2015-10-27,11.295,11.4992,10.6465,11.3731,46966.19
2015-10-28,11.349,11.6793,11.1209,11.1809,47779.71
2015-10-29,11.319,11.4391,11.0368,11.270999999999999,32169.76
2015-10-30,11.259,11.5592,11.0968,11.343,43252.7
2015-11-02,11.1749,12.0036,11.0488,11.5592,68131.52
2015-11-03,11.5712,12.7181,11.5652,12.7181,78563.13
2015-11-04,13.6309,13.9911,13.4807,13.9911,44003.1
2015-11-05,15.3903,15.3903,15.2522,15.3903,77154.05
2015-11-06,16.8134,16.9275,15.8586,16.9275,226674.67
2015-11-09,18.0083,18.6208,17.594,18.6208,158291.55
2015-11-10,19.2153,20.0139,17.8522,18.3146,313453.44
2015-11-11,18.3146,18.9151,17.7922,18.4647,204954.45
2015-11-12,18.4947,19.5696,17.9843,18.9031,227532.82
2015-11-13,18.1104,18.4287,17.2938,17.522000000000002,179396.0
2015-11-16,17.1136,18.1224,17.0236,17.7802,109506.08
2015-11-17,18.0864,18.5848,17.2998,17.3538,146140.44
2015-11-18,16.7954,17.0776,15.9787,16.1409,124838.24
2015-11-19,16.333,16.9335,16.0388,16.8855,82875.48
2015-11-20,16.8134,17.3418,16.3991,16.6993,105071.31
2015-11-23,16.4111,17.2217,16.273,16.9515,93983.13
2015-11-24,16.8134,17.8822,16.5552,17.605999999999998,120139.36
2015-11-25,17.4139,17.4559,16.9515,17.4259,90461.31
2015-11-26,17.4739,18.4167,17.3839,17.534000000000002,141173.55
2015-11-27,17.2337,19.2513,16.7413,18.0083,207869.6
2015-11-30,17.7261,18.0744,16.2069,17.3598,136053.98
2015-12-01,16.9935,17.1557,15.6725,15.8586,115935.8
2015-12-02,15.8526,16.7293,15.102,15.7205,67095.63
2015-12-03,15.4323,16.267,15.4203,16.2069,60263.43
2015-12-04,16.1529,16.6032,15.9787,16.0448,61797.22
2015-12-07,15.9427,16.9455,15.7566,16.8194,88804.57
2015-12-08,16.4111,16.6453,15.9727,16.1529,64772.51
2015-12-09,15.7806,16.1108,15.4383,15.4923,49831.42
2015-12-10,15.3783,16.1048,15.3783,15.9127,61955.81
2015-12-11,15.7205,16.1469,15.6725,15.8046,36454.87
2015-12-14,15.6425,16.1829,15.5224,16.1529,41936.61
2015-12-15,16.2129,16.5732,16.0328,16.2069,48769.9
2015-12-16,16.2129,17.4019,16.1649,17.0596,109628.33
2015-12-17,17.2037,17.7742,17.0416,17.4199,113003.75
2015-12-18,17.2998,17.3538,16.6272,16.8975,71346.47
2015-12-21,16.9035,17.0476,16.4531,17.0296,42580.99
2015-12-22,16.9095,17.3658,16.7834,16.8794,49693.35
2015-12-23,16.9815,17.0356,16.2129,16.351,51561.16
2015-12-24,16.2129,16.2129,15.6244,15.9967,36567.53
2015-12-25,16.0808,16.7654,16.0088,16.7413,49942.0
2015-12-28,16.9335,17.0776,16.2129,16.2369,54862.52
2015-12-29,15.9727,16.4111,15.8406,16.3931,29120.97
2015-12-30,16.339000000000002,16.9335,16.2189,16.8674,42537.55
2015-12-31,16.9335,17.1677,16.1529,16.2189,45414.68
2016-01-04,15.9847,16.0868,14.5976,14.5976,33044.94
2016-01-05,13.2105,14.3694,13.1385,13.4928,46105.95
2016-01-06,13.5468,14.0092,13.5108,13.9972,36359.29
2016-01-07,13.751,13.763,12.597999999999999,12.597999999999999,8474.0
2016-01-08,13.2105,13.2105,11.8775,12.568,32905.65
2016-01-11,12.0756,12.4779,11.312999999999999,11.312999999999999,29015.68
2016-01-12,11.289000000000001,11.5352,10.8747,11.325,27268.64
2016-01-13,11.4571,11.5892,10.2081,10.6105,26936.06
2016-01-14,10.2261,11.325,10.1181,11.265,31803.32
2016-01-15,11.1569,11.235,10.4663,10.4904,29229.0
2016-01-18,10.2682,10.9527,10.1481,10.7005,24318.34
2016-01-19,10.6465,11.7694,10.6465,11.7694,48514.3
2016-01-20,11.9615,12.7782,11.7153,12.2558,74462.41
2016-01-21,11.9615,12.2257,11.1749,11.283,46611.06
2016-01-22,11.6433,11.8294,11.1089,11.7153,36196.36
2016-01-25,11.8114,12.61,11.7874,12.0996,41839.79
2016-01-26,11.8474,12.0696,10.8927,10.8987,38922.65
2016-01-27,10.7786,11.1028,9.8779,11.0728,39331.17
2016-01-28,10.8146,10.9167,10.2201,10.2562,24608.74
2016-01-29,10.1421,11.0308,10.1421,10.7486,33361.72
2016-02-01,10.7486,11.2289,10.4243,11.1449,37487.03
2016-02-02,10.9287,11.6673,10.9287,11.4571,36030.57
2016-02-03,11.1209,11.5292,11.0248,11.3971,27035.56
2016-02-04,11.4691,11.8054,11.4451,11.6973,35166.97
2016-02-05,11.6973,11.8895,11.4391,11.4511,26070.35
2016-02-15,10.7486,11.307,10.5684,11.1689,24771.66
2016-02-16,11.1509,11.9375,11.1509,11.6613,33668.48
2016-02-17,11.7454,12.2558,11.6733,11.9735,40864.4
2016-02-18,12.0276,12.3458,11.7694,11.9976,40868.65
2016-02-19,11.9495,12.9523,11.8895,12.55,65963.31
2016-02-22,12.6581,12.7902,12.3999,12.6941,51011.64
2016-02-23,12.6701,12.7842,12.3578,12.6761,44918.28
2016-02-24,12.508,12.6761,12.1177,12.3578,39093.33
2016-02-25,12.3518,13.5588,11.6553,12.2918,105851.15
2016-02-26,12.3098,12.585999999999999,11.1089,11.6253,73125.66
2016-02-29,11.337,11.343,10.4603,10.4603,40628.66
2016-03-01,10.2862,10.6285,9.6257,10.4603,52021.56
2016-03-02,10.3282,10.9287,9.9559,10.8687,45010.7
2016-03-03,10.8567,11.289000000000001,10.6345,10.6705,38571.95
2016-03-04,10.5984,10.7666,9.8358,9.98,34027.12
2016-03-07,10.2081,10.4964,10.088,10.3342,23819.74
2016-03-08,10.3823,10.4964,9.6737,10.4844,28590.31
2016-03-09,10.1481,10.3522,10.033999999999999,10.1901,17233.17
2016-03-10,10.1901,10.4363,10.058,10.1181,16073.99
2016-03-11,10.088,11.1329,9.9079,11.1329,64969.59
2016-03-14,11.4091,11.8775,11.289000000000001,11.5772,93279.59
2016-03-15,12.0096,12.0096,10.9167,11.1028,64230.03
2016-03-16,11.0068,11.253,10.5384,10.5744,42820.59
2016-03-17,10.7546,11.235,10.6165,11.0848,46041.91
2016-03-18,11.0608,11.5172,11.0008,11.4511,61542.38
2016-03-21,11.5892,12.1477,11.4391,11.9015,64325.21
2016-03-22,11.7093,11.8594,11.5292,11.6193,50660.69
2016-03-23,11.5292,12.7842,11.5292,12.7842,44214.11
2016-03-24,14.0632,14.0632,14.0572,14.0632,52651.82
2016-03-25,14.9879,15.4683,14.3574,14.4055,255866.05
2016-03-28,14.0032,14.2133,13.1385,13.3486,176144.84
2016-03-29,13.2826,13.4507,12.7902,12.8803,91733.55
2016-03-30,13.0004,13.3907,12.8622,13.3727,96590.85
2016-03-31,13.3727,13.4447,12.9763,13.1265,97151.21
2016-04-01,13.1925,13.1925,12.4659,12.6701,88287.32
2016-04-05,12.7121,13.1445,12.6641,13.0304,67560.42
2016-04-06,13.0244,13.3066,12.8382,13.0664,80667.4
2016-04-07,13.1205,13.1805,12.6701,12.7241,71910.75
2016-04-08,12.7301,12.7422,12.4479,12.6461,47001.75
2016-04-11,12.7722,13.0304,12.7722,13.0004,53119.14
2016-04-12,13.0844,13.3847,12.9223,13.2946,85409.53
2016-04-13,13.3727,13.4387,13.1505,13.2165,98419.98
2016-04-14,13.3006,13.3006,12.9703,13.1805,69163.9
2016-04-15,13.1625,13.1925,12.8683,12.9703,62161.87
2016-04-18,12.7902,12.7902,12.2558,12.4059,72096.41
2016-04-19,12.574000000000002,12.604000000000001,12.3578,12.544,40041.67
2016-04-20,12.61,12.61,11.4091,11.5592,69311.89
2016-04-21,11.4151,11.7093,11.349,11.3851,41499.35
2016-04-22,11.3851,11.7333,11.2049,11.7273,35049.84
2016-04-25,11.4992,11.6373,11.4091,11.5952,27335.98
2016-04-26,11.7033,12.2317,11.1209,11.9495,51025.19
2016-04-27,11.8835,11.9495,11.7093,11.7574,38303.14
2016-04-28,11.7153,11.8174,11.295,11.4992,34534.82
2016-04-29,11.4932,11.8655,11.4271,11.6012,27647.84
2016-05-03,11.6313,12.0096,11.4571,11.9916,43603.42
2016-05-04,11.9555,12.4659,11.8655,12.1056,72685.44
2016-05-05,11.9375,12.0696,11.8955,12.0336,44356.36
2016-05-06,12.0276,12.1477,11.4091,11.4331,61533.12
2016-05-09,11.4091,11.4091,10.7966,10.8747,42755.93
2016-05-10,10.8086,10.9587,10.7486,10.7846,32958.57
2016-05-11,10.8747,11.0248,10.7486,10.7966,23848.73
2016-05-12,10.6285,10.6285,10.1961,10.4543,38563.72
2016-05-13,10.4723,10.7125,10.4243,10.5084,23784.43
2016-05-16,10.6285,11.0968,10.3943,10.8927,35290.67
2016-05-17,10.8687,10.9107,10.6285,10.7426,33192.09
2016-05-18,10.6105,10.6585,10.2081,10.3462,32563.42
2016-05-19,10.5024,10.5984,10.3222,10.4063,26919.01
2016-05-20,10.2261,10.6345,10.2261,10.5864,31039.82
2016-05-23,10.6405,10.8987,10.6405,10.7786,35632.93
2016-05-24,10.6585,10.7726,10.4603,10.5084,29860.34
2016-05-25,10.6165,10.7906,10.5504,10.6405,36362.11
2016-05-26,10.6405,10.7786,10.2742,10.7185,31285.51
2016-05-27,10.6645,10.7726,10.5084,10.7125,29815.0
2016-05-30,10.5684,10.7005,10.3883,10.5684,21275.7
2016-05-31,10.5384,11.0788,10.5384,11.0728,58470.71
2016-06-01,11.0608,11.277000000000001,11.0248,11.0728,51780.81
2016-06-02,11.0728,11.3911,11.0728,11.289000000000001,45181.33
2016-06-03,11.289000000000001,11.5052,11.1089,11.4151,53117.16
2016-06-06,11.4391,11.4992,11.1929,11.277000000000001,41098.46
2016-06-07,11.289000000000001,11.4691,11.1089,11.4331,54064.13
2016-06-08,11.3971,11.4271,11.2109,11.300999999999998,38287.33
2016-06-13,11.1629,11.1629,10.5804,10.6165,50042.71
2016-06-14,10.5024,10.6705,10.3763,10.5444,28420.04
2016-06-15,10.4483,11.0428,10.4063,10.9107,38155.53
2016-06-16,10.8807,10.9767,10.8086,10.8567,30140.94
2016-06-17,10.8266,11.3791,10.8266,11.1869,50834.28
2016-06-20,11.1929,11.319,10.9587,11.295,37390.55
2016-06-21,11.319,11.3671,10.9407,10.9767,51716.58
2016-06-22,10.9767,11.307,10.9347,11.235,41659.83
2016-06-23,11.259,11.5892,11.1209,11.3731,61440.09
2016-06-24,11.349,11.4631,10.6465,11.1989,56513.07
2016-06-27,11.1989,11.6433,11.0368,11.6253,68767.98
2016-06-28,11.7333,12.61,11.6493,12.2978,137045.7
2016-06-29,12.2738,12.2738,11.7694,12.0456,101621.44
2016-06-30,11.9795,12.0876,11.6553,11.8534,81371.7
2016-07-01,11.8655,12.0036,11.7754,11.8474,45479.97
2016-07-04,11.8534,12.0936,11.8054,12.0336,57267.19
2016-07-05,12.0096,12.0696,11.8474,11.9735,49775.81
2016-07-06,11.9495,12.1657,11.7694,12.1537,69317.05
2016-07-07,12.2197,12.2257,11.8594,12.0096,63733.85
2016-07-08,11.9735,11.9856,11.7454,11.8655,45802.24
2016-07-11,11.8655,11.9735,11.7574,11.7814,40363.23
2016-07-12,11.7814,12.1837,11.7093,12.1657,61959.84
2016-07-13,12.1897,12.3098,11.9976,12.2558,77402.99
2016-07-14,12.1897,12.2077,12.0216,12.1537,36193.17
2016-07-15,12.1777,12.2978,12.0936,12.1897,38543.32
2016-07-18,12.2263,12.2263,11.9119,11.9966,31981.2
2016-07-19,11.9361,12.0026,11.8575,11.9905,24130.47
2016-07-20,12.0026,12.0933,11.8393,11.93,31142.38
2016-07-21,11.93,12.0268,11.8696,11.9179,27807.67
2016-07-22,11.9119,11.9421,11.6519,11.67,34161.64
2016-07-25,11.67,11.7547,11.5491,11.6096,21935.07
2016-07-26,11.6277,11.8938,11.6277,11.8696,28755.34
2016-07-27,11.8696,11.9119,10.9323,10.9565,56574.49
2016-07-28,11.0714,11.1742,10.8719,11.0775,31937.5
2016-07-29,11.0351,11.0714,10.8961,10.9747,20763.43
2016-08-01,10.9807,10.9928,10.7086,10.9082,16665.42
2016-08-02,10.9021,11.0351,10.8296,10.9928,13079.84
2016-08-03,11.0291,11.1198,11.011,11.0714,17106.6
2016-08-04,10.9142,11.0896,10.9142,11.0654,14676.27
2016-08-05,11.0714,11.1258,10.9565,10.9747,15643.75
2016-08-08,10.9928,11.0775,10.8537,11.0775,15779.0
2016-08-09,11.0291,11.15,11.0049,11.1379,21228.23
2016-08-10,11.0835,11.2286,11.0714,11.1258,18278.76
2016-08-11,11.0896,11.0896,10.8537,10.884,21354.99
2016-08-12,10.8296,10.9868,10.8296,10.9807,14301.14
2016-08-15,11.0049,11.3254,10.9565,11.2347,31491.08
2016-08-16,11.2468,11.3072,11.1863,11.270999999999999,29340.02
2016-08-17,11.270999999999999,11.270999999999999,11.144,11.2226,24829.79
2016-08-18,11.2347,11.2347,11.1258,11.1561,22950.3
2016-08-19,11.1803,11.2891,11.1137,11.277000000000001,28079.07
2016-08-22,11.270999999999999,11.6458,11.1803,11.3858,65629.21
2016-08-23,11.4705,11.4826,11.1379,11.2649,40352.66
2016-08-24,11.2165,11.3858,11.15,11.2468,29635.3
2016-08-25,11.1924,11.1984,10.9323,11.0472,38862.01
2016-08-26,11.0654,11.3193,11.0472,11.2891,45510.92
2016-08-29,11.270999999999999,11.7789,11.1561,11.5672,70676.83
2016-08-30,11.4705,11.5975,11.4221,11.5249,42985.19
2016-08-31,11.5189,12.4863,11.5189,12.0147,156403.54
2016-09-01,11.9724,12.3956,11.8756,12.0328,101711.11
2016-09-02,11.9119,12.0328,11.6761,11.7245,61843.92
2016-09-05,11.7245,11.8393,11.537,11.6761,51876.5
2016-09-06,11.7003,12.2747,11.537,12.2687,111515.44
2016-09-07,12.19,12.4803,12.0328,12.0389,86213.25
2016-09-08,11.9845,12.4984,11.9421,12.4501,80488.6
2016-09-09,12.3835,12.4863,12.0389,12.057,65683.9
2016-09-12,11.6761,11.8514,11.5914,11.6458,65654.51
2016-09-13,11.7426,11.8877,11.6519,11.8514,42570.64
2016-09-14,11.7184,11.7789,11.4282,11.5914,49099.75
2016-09-19,11.5733,11.7607,11.5672,11.6458,24891.09
2016-09-20,11.664000000000001,11.8696,11.6217,11.7849,31207.09
2016-09-21,11.7849,11.8212,11.5914,11.6217,34301.07
2016-09-22,11.6821,11.7607,11.5975,11.6277,38090.34
2016-09-23,11.6942,11.6942,11.3193,11.3314,45351.91
2016-09-26,11.3133,11.404000000000002,11.0835,11.144,27546.93
2016-09-27,11.144,11.404000000000002,11.1258,11.3919,21240.12
2016-09-28,11.3919,11.3979,11.1863,11.270999999999999,18691.26
2016-09-29,11.2165,11.3919,11.2165,11.3012,15817.09
2016-09-30,11.277000000000001,11.3617,11.1621,11.2468,20915.64
2016-10-10,11.3012,11.6035,11.2589,11.5612,38993.18
2016-10-11,11.5551,11.5551,11.41,11.4947,32270.87
2016-10-12,11.4584,11.8393,11.404000000000002,11.7003,62788.66
2016-10-13,11.7003,11.7245,11.5431,11.6277,39573.65
2016-10-14,11.6096,11.6519,11.4161,11.5128,40038.42
2016-10-17,11.5007,11.5793,11.2468,11.2528,40842.93
2016-10-18,11.270999999999999,11.4826,11.2649,11.4705,29396.76
2016-10-19,11.4765,11.5189,11.3072,11.3798,33269.3
2016-10-20,11.3435,11.537,11.3254,11.5068,41752.17
2016-10-21,11.5249,11.6035,11.3314,11.4463,52405.14
2016-10-24,11.4463,11.5854,11.3435,11.537,48124.15
2016-10-25,11.5854,11.7184,11.5551,11.6398,54312.31
2016-10-26,11.6398,11.6579,11.3979,11.4524,50982.08
2016-10-27,11.4524,11.5007,11.3979,11.4826,24846.38
2016-10-28,11.4705,11.6338,11.3677,11.4463,42002.53
2016-10-31,11.3798,12.0207,11.3737,11.924000000000001,126838.55
2016-11-01,11.8393,13.1152,11.7728,12.8129,261538.1
2016-11-02,12.577,12.6919,12.3594,12.4319,167187.27
2016-11-03,12.3654,13.3026,12.3654,12.7766,175701.44
2016-11-04,12.6496,13.0426,12.6496,12.8733,100652.01
2016-11-07,12.8794,13.1696,12.5287,12.6435,75126.97
2016-11-08,12.7645,12.8491,12.6133,12.7826,63416.38
2016-11-09,12.7947,12.9701,12.4561,12.5649,69542.59
2016-11-10,12.698,13.0305,12.6254,12.9338,96877.64
2016-11-11,13.0426,13.1454,12.8068,12.9761,85461.1
2016-11-14,12.9398,13.0305,12.704,12.8733,70423.65
2016-11-15,12.8854,12.8854,12.6556,12.8068,51163.41
2016-11-16,12.8431,13.091,12.7826,12.9701,67196.04
2016-11-17,12.8189,12.8854,12.5166,12.5468,68089.29
2016-11-18,12.5952,12.958,12.5226,12.6073,44490.67
2016-11-21,12.6435,13.4417,12.5226,13.4236,160820.79
2016-11-22,13.3329,13.5445,13.1575,13.3087,94419.33
2016-11-23,13.2119,13.484000000000002,13.0245,13.0668,75647.25
2016-11-24,13.0789,13.2603,12.7584,12.8491,65746.42
2016-11-25,12.8189,12.958,12.4863,12.7463,52978.44
2016-11-28,13.5868,13.5868,12.9398,12.9701,80792.48
2016-11-29,12.4077,12.7342,12.4017,12.4621,61972.96
2016-11-30,12.437999999999999,12.6194,12.1538,12.4924,49336.38
2016-12-01,12.4259,12.4924,12.3352,12.4198,24690.15
2016-12-02,12.3956,12.5105,12.1538,12.19,30554.48
2016-12-05,12.0993,12.2505,12.0328,12.2021,18745.4
2016-12-06,12.2082,12.4259,12.2082,12.317,26333.55
2016-12-07,12.6919,12.6919,12.4198,12.5891,44376.52
