,股票代码,股票名称,当前价格,万元收益
194,002274,华昌化工,4.61,47.50542299349241
195,002301,齐心集团,12.99,251.96304849884524
196,002367,康力电梯,10.49,435.36701620591043
197,002378,章源钨业,4.87,-4.722792607802874
198,002423,中粮资本,9.05,678.342541436464
199,002467,二六三,5.92,494.93243243243245
200,002481,双塔食品,12.07,180.3645401822701
201,002550,千红制药,4.0,267.0
202,002617,露笑科技,8.2,153.90243902439025
203,002639,雪人股份,6.05,-112.72727272727273
204,002695,煌上煌,23.54,195.75191163976208
205,002733,雄韬股份,18.94,69.58817317845829
206,002746,仙坛股份,11.03,648.4134179510426
207,002777,久远银海,19.26,159.76116303219104
208,002796,世嘉科技,15.48,133.97932816537468
209,002941,新疆交建,11.09,114.60775473399458
210,002946,新乳业,18.49,124.06706327744728
211,002950,奥美医疗,21.8,695.9174311926605
212,002951,金时科技,11.74,253.06643952299825
213,002958,青农商行,4.87,917.8644763860369
214,300034,钢研高纳,31.72,104.09836065573771
215,300043,星辉娱乐,3.23,66.56346749226006
216,300123,亚光科技,12.69,46.57210401891253
217,300131,英唐智控,8.07,288.47583643122675
218,300191,潜能恒信,17.73,13.02876480541455
219,300194,福安药业,4.68,350.8547008547009
220,300223,北京君正,78.45,6.067558954748248
221,300224,正海磁材,12.68,92.90220820189275
222,300236,上海新阳,51.31,119.78171896316508
223,300292,吴通控股,3.87,111.88630490956072
224,300322,硕贝德,12.49,74.69975980784628
225,300327,中颖电子,35.52,143.52477477477476
226,300379,东方通,45.25,8.375690607734807
227,300394,天孚通信,50.18,217.8158628935831
228,300428,四通新材,12.85,436.8093385214008
229,300502,新易盛,52.75,195.7914691943128
230,300559,佳发教育,14.53,289.81417756366136
231,300570,太辰光,15.17,148.78048780487805
232,300577,开润股份,24.08,50.996677740863795
233,300596,利安隆,36.25,287.6965517241379
234,300638,广和通,63.2,146.56645569620252
235,300674,宇信科技,30.7,101.75895765472313
236,300702,天宇股份,87.81,361.1775424211365
237,300723,一品红,39.05,312.1126760563381
238,300751,迈为股份,527.38,95.91565853843528
239,300755,华致酒行,24.77,313.9281388776746
240,300759,康龙化成,124.93,77.21123829344432
241,300761,立华股份,33.51,90.00298418382572
